logM, logSFR
10.29679, 0.7642169
10.46835, -0.01007748
10.57996, 0.826365
10.0699, 0.2874007
10.14274, 0.8321089
10.223, 0.5488891
10.19207, 0.4608977
10.40877, 0.6811035
10.4248, 1.173109
10.17802, 0.610387
10.7302, -0.1843159
10.8677, -0.5869082
10.62439, 1.241816
10.01869, 1.32276
10.57093, -0.757142
10.13693, 0.5936224
10.09263, 0.4338305
10.72201, 0.6990746
10.08495, 0.9281542
10.05942, 0.8386684
10.67549, 0.4204335
10.54942, -0.6281112
10.75891, 0.7688466
10.84276, 0.7202491
10.77814, -0.5989477
10.09089, 0.3389453
10.07765, 0.6177121
10.18553, 0.5188582
10.18376, 0.4575838
10.20493, 0.4625717
10.51898, 0.4184638
10.95041, 0.1753499
10.91038, 0.6244009
10.09116, 0.5660471
10.14664, 0.6301858
10.0171, 0.7857034
10.12651, 0.6319916
10.08545, 1.02275
10.87022, -0.1689141
10.01322, 0.7734849
10.01411, 0.8677152
10.10764, 0.9959661
10.78005, -0.7615399
10.29697, 0.3560868
10.20348, -0.1699732
10.19279, 0.5124189
10.0928, 0.5323865
11.14496, -0.5688301
10.28562, 0.4233479
10.77474, 0.2081986
10.28455, 0.7627425
10.04541, 0.8483624
10.02325, 0.2615137
10.66172, 0.483057
10.2569, 0.6175572
10.70461, -0.4351725
10.52273, 0.6291165
10.19977, 0.9858389
10.24557, 0.9154813
11.1708, 0.2002621
10.35683, 0.9328439
10.21544, 0.4658564
10.18146, 0.514764
10.39265, 0.831689
10.31044, 0.8398734
10.66391, 0.6588445
10.19697, 0.6931095
10.63301, 1.246515
10.22174, 0.649752
10.14589, -0.821605
10.67697, -1.021233
10.01297, 0.1273085
10.21928, 0.8304734
11.00246, -0.8251783
10.27378, -0.1849381
10.05917, 0.9728181
11.14364, 1.574296
10.3127, 0.8175696
10.27387, 1.311581
10.90104, -0.8321645
10.38152, 0.8775596
10.00247, 0.780889
10.24977, 0.8285859
10.3847, 1.20425
10.18007, 0.534708
10.63681, 0.7590778
10.12072, 0.6426042
10.44526, -0.4490448
10.82274, 0.4186081
10.51661, 1.018938
10.31725, 0.5055807
10.03676, 0.449672
10.43351, 0.5524334
10.83575, 0.0434309
11.05394, 0.6237409
10.51481, 0.8621917
10.22953, 0.4634551
10.5312, 0.8925782
10.10706, 0.6325175
10.50974, 0.3593639
10.92174, -0.4564077
10.07828, 0.7166436
10.04199, 0.43117
10.27761, 0.7855291
10.50619, -1.334973
10.37978, 0.4398499
10.96669, 0.799911
10.87231, 1.045288
10.57858, 1.116076
10.05709, 0.270794
10.42914, 0.9963341
10.16292, 0.6483026
10.246, 0.7756482
10.35933, 0.6517563
10.25283, 0.7955505
10.33073, 0.4053299
10.15828, 0.6880684
10.30949, 0.7968619
10.06547, 0.2146106
10.48964, 0.3203704
10.28377, 0.4446284
10.27127, 1.208033
10.26639, 0.6180371
10.20116, 1.303863
10.2463, 0.5447961
10.67005, -0.683543
10.18429, 0.6876857
10.69651, 1.219638
10.35774, 1.046576
10.15991, 0.5678384
10.13305, 0.6832099
10.273, 0.9968624
10.14307, 0.9502361
10.26654, 0.4360212
10.24512, 0.2726845
10.03369, 0.9704177
10.11498, 0.5898772
10.65667, -0.3896945
10.31252, 0.487862
10.42641, 0.944775
10.52834, 1.2037
10.63907, 1.37519
10.05917, 0.1939547
10.06518, 0.5186886
10.61242, 1.097327
10.62521, 1.097168
10.18293, 0.6015514
10.93107, 0.6523781
10.43964, 0.7290841
10.88212, 0.9918512
10.77428, 0.6394804
10.15962, 0.2489362
10.11891, 0.7931423
10.06058, 0.1431532
10.44432, 0.4516594
10.75938, 0.6228143
10.24236, 1.074972
11.2407, 0.7639879
10.15797, 0.610505
10.07829, 0.8291731
10.1669, 0.5456979
10.56929, 0.9454759
10.48394, 1.158297
10.47915, -1.164402
10.35764, 0.7334287
10.86861, 0.7075398
10.53983, 0.6412988
10.13691, 0.7256076
10.4106, -0.6103138
10.17352, 0.6114021
10.52348, 0.1440155
10.5986, -0.01739989
10.03569, 0.7860001
10.00159, 0.7318882
10.9382, 0.2740981
10.77446, 0.2429544
10.79558, 1.076317
10.57058, -1.000621
10.27596, 0.7747707
10.34324, 0.7005895
10.07401, 0.8126548
11.20805, 0.7272324
10.19961, 0.3758776
10.18873, 0.5968693
10.65418, 1.206591
10.70259, 1.053328
10.02563, 0.2218038
10.4923, 0.8508447
10.50042, 1.036457
10.27961, 0.6423671
10.92111, 0.2203209
10.1413, 0.7210202
10.67429, -0.6269633
10.2087, 0.836076
10.03188, 0.5279558
11.08035, 1.006319
10.58591, 1.28857
10.16519, 0.8096707
10.58042, 0.9560223
10.19275, -0.1492599
10.95518, 0.5412497
10.02953, 0.5643618
10.03362, 0.4801472
10.38334, 0.674179
10.24459, 0.6521049
10.26713, 0.08566666
10.20433, 0.8975846
10.59094, 1.1441
10.3864, -0.4206808
10.06753, 0.3750466
10.11279, 0.477629
10.03331, 0.9552066
10.5765, -0.0786064
10.92148, 1.267032
10.96376, 0.9728153
10.7251, 0.489641
10.62638, 0.8947338
10.13505, 0.3452897
10.26888, 0.4884766
10.06815, 0.6208556
10.70657, -0.5634978
10.58182, 0.8655275
10.21535, 0.5755711
10.33113, 0.4012119
10.41177, -0.5663032
11.13257, 0.9408038
10.34504, 0.5049909
10.23051, 1.003918
10.38353, 0.9220179
11.15122, 1.869783
11.21625, 1.903828
10.16786, 0.5905084
10.61514, 0.5013821
10.16151, 0.6367308
10.46847, 0.2799053
10.76386, 0.4772455
10.31498, 0.7657388
10.2395, 0.03840807
10.23872, 0.5968159
10.56853, -0.1288016
10.76619, 0.7211931
10.37178, 0.6087699
10.6884, 1.291825
10.08694, 0.9586525
10.26687, 0.5860398
10.90874, 1.294469
10.19688, -0.1993709
10.61272, -0.4931373
10.10223, 1.093857
10.10368, 0.8338811
10.75508, 0.7203531
10.17452, 0.5212152
10.04834, 0.5533716
10.24286, 0.6010254
10.26444, 1.070755
10.66842, 0.832292
10.32757, 0.2674789
10.92046, 0.8653883
10.2202, 0.8879378
10.85194, 1.111661
10.00442, 0.6577696
10.34667, 0.8438596
10.12886, 0.661665
10.07258, 0.3482139
10.69003, 1.045659
10.63097, 0.5935185
10.36552, 0.9114014
10.23485, 0.9097822
10.19938, 0.5315558
10.67792, -0.2290964
10.7902, 0.6857553
10.6226, 1.363242
10.39205, 0.572165
10.68108, 0.3641319
10.04457, 0.7490867
10.02235, 0.2799108
10.108, 0.6108224
10.61049, 0.7482954
10.84169, 0.6292436
10.02049, 1.083333
10.36946, 0.8175851
10.1681, -0.04468243
10.17686, 0.8245536
10.17411, 0.6351324
10.26252, 0.6470051
10.89237, 0.4938048
10.69967, 0.4726345
10.59369, 0.9151628
10.42881, 0.9729329
10.36106, 0.779796
10.54692, -1.112085
10.35416, 0.9832969
10.34369, 0.786809
10.23611, 1.004484
10.01129, 0.2009392
10.25875, 0.7873855
10.14804, 0.2320708
10.56311, 0.8285983
10.58824, 1.114502
10.80502, -0.4671637
10.26245, 0.2223442
10.41171, 1.413476
10.42761, 0.7918429
10.62522, 0.3438805
10.21835, 0.4638491
10.12729, 0.5743244
10.24651, 0.9881082
10.3827, 0.8306208
10.05144, 0.9014407
10.24624, 0.7765021
10.37147, 0.2572944
10.14885, 0.1483684
10.17236, 0.5887221
10.22518, 0.9791774
10.17613, 0.7678398
10.08328, 0.4460419
10.21368, 0.4683397
10.56763, 1.012452
10.05561, 0.5358163
10.06972, 0.4064104
10.46441, 0.8636363
10.27266, 0.8497777
10.19724, 0.6920878
10.03738, 0.3571428
10.6887, 1.181796
10.57186, 0.8504974
10.10521, 0.3560777
10.81063, 0.04765332
10.35306, -0.5697659
11.14251, 1.306941
10.32529, 0.8568075
10.83317, 1.112195
10.73299, 0.6444069
10.4754, 0.6386495
10.1046, 0.5780569
10.14832, 0.6004122
10.08194, 0.6578988
10.76674, 0.8073761
10.05392, 0.06802797
10.94847, -0.9869276
10.50922, -0.5781317
10.22024, -0.6842974
10.29337, 1.006827
10.19226, 0.7042162
10.63611, -0.1592006
10.2645, 0.6946952
10.81639, 1.670141
10.7645, 1.43739
10.21025, 0.7622874
10.5047, 0.9633608
10.72422, 1.454113
10.6814, 1.044485
10.81241, -0.2782172
10.40921, 0.7061352
10.65436, 0.392531
10.67999, 0.6770399
10.48146, 0.5298221
10.14513, 0.582636
10.67015, -0.8802748
10.88529, 1.303061
10.8392, 1.021782
10.11323, 0.9752412
11.11027, 1.816595
10.26484, 0.4259164
10.36884, 0.7401052
10.56976, 1.107359
10.59735, 0.02370569
10.84736, 0.2841318
10.36317, 0.938305
10.9423, 0.3947012
10.06644, 1.219128
10.04197, 0.9094829
10.80933, 0.3367442
10.28782, 0.7992571
10.94254, -1.133299
10.40507, 0.7495549
10.72913, 0.93129
10.95679, -0.1149761
10.70551, 0.3601447
10.21783, 0.4851881
10.43318, 0.571204
10.12673, 0.6275692
10.44585, 1.033876
10.53386, 0.6455065
10.44416, 0.8317657
10.53416, -1.056224
10.09015, 0.5570798
10.42498, -0.6032897
10.00761, 0.6074042
10.11559, 0.6643509
11.11105, 0.713011
10.28982, 0.5728619
10.18134, 0.6399233
10.32751, 0.4690928
10.11677, 0.7401398
10.20437, 0.3297907
10.79545, 0.8163089
10.00259, 0.589851
10.01313, 0.3894084
10.9325, 0.1701701
10.11721, 0.2861504
10.28778, 0.7733916
10.3161, 0.9750698
10.62975, -1.218914
10.23924, 1.036673
10.8338, -0.204505
10.76151, 0.9243743
10.63687, -0.6817657
10.20422, 0.7804667
10.49332, 0.7777919
10.0567, 0.8583025
10.54035, 1.175548
10.26316, 0.6443397
10.23336, 0.6800531
10.43918, 0.9693403
10.13916, 0.517193
10.12462, 0.494731
10.09255, 1.674616
10.52281, 0.8029505
10.29867, 1.045482
10.19972, 0.294732
10.30276, 0.742441
10.24881, 0.5950793
10.16614, 0.7840279
10.14202, 0.5795987
10.42479, 0.1436266
10.10417, 0.4591783
10.48952, -0.8647265
10.11193, 0.554357
10.44207, 0.9572478
10.13588, 0.7738906
10.12549, 0.6154479
10.06722, -0.3998923
10.67777, 0.4714945
10.59163, -0.03770725
10.28512, 0.804038
10.03661, 0.5763944
10.33663, 0.7003437
10.68706, 0.16214
10.22562, 0.503177
10.20693, 0.6156756
10.19812, 0.5417433
10.38115, 0.763198
10.92441, 1.064604
10.06034, 0.8443723
10.57065, 1.104142
10.23296, 0.6101211
10.6589, 1.051199
10.06083, 0.2243305
10.5245, 0.6390805
10.46191, 0.6879924
10.43003, 0.9125355
10.69348, -0.9896463
10.08052, 0.2955226
10.68185, 1.079927
10.24358, 1.136727
10.02939, -0.2669573
11.00454, -0.4446718
10.69712, 1.327107
10.84056, -1.001962
11.15895, -0.9234251
10.90965, 0.4651894
11.10444, 1.003644
10.35723, 0.7060038
10.99183, 0.6042988
10.20478, 0.7343161
10.80731, 0.980399
10.37689, 1.025913
10.04367, 0.6859157
10.92648, -0.2123885
10.28421, 0.9196354
10.25659, 0.4150963
10.09714, 0.5926877
10.56699, 0.08834686
11.04866, 1.599583
10.19003, 1.082134
10.15149, 0.3193145
10.87016, 1.047359
10.74165, 0.5869862
10.07292, 0.8239736
10.1485, -1.114048
10.05876, 0.3971322
10.12237, 0.3010128
10.51513, 0.4550123
11.08274, 1.079362
10.37116, 0.7484137
10.2949, 0.5159363
10.89337, 1.537166
10.25985, 0.7910226
10.28594, 0.2365782
10.14067, 0.7560096
10.18456, 0.3145359
10.56149, 0.7742913
10.48018, 1.021365
10.30413, 1.007729
10.62941, 0.9978572
10.03856, -0.2023318
10.99464, 0.4564819
10.61921, 0.3488679
10.25819, 0.5520877
10.414, 0.8700361
10.19251, 0.6652625
10.81737, 0.9955537
10.45781, 0.5007726
10.6416, 0.5985009
10.83007, 1.083973
10.50767, 0.9357463
10.47903, 0.8277778
10.19365, 0.605231
10.07835, 0.3724622
10.69506, 1.112272
10.51623, 0.1131343
10.70028, 0.2181325
10.58738, -0.2282517
10.03583, 0.7007871
10.82759, -1.141241
10.20144, 0.560024
10.05828, 0.4406713
10.44923, 1.007176
10.1051, 0.6802605
10.13946, 0.815951
10.28746, 0.567813
10.3073, 0.9143941
10.11702, 0.566084
10.64398, 1.148071
10.38128, 0.6957932
10.77457, -0.556607
10.30428, 0.767209
10.45554, 0.8414874
10.10046, 0.6247126
10.35515, 0.8895556
10.42665, 1.237917
10.27801, 0.7450293
11.14348, 0.6083243
10.07808, 0.5761793
10.22688, 0.5096545
10.7314, 0.6053185
10.88818, 0.4261157
10.35159, 0.4216537
10.25862, 0.5910843
10.49837, 0.6836541
10.03118, 0.9062085
10.76405, 1.282177
10.24176, 0.4625895
10.02216, 0.5925155
10.00507, 0.5365601
10.85173, 0.5106967
10.22664, 0.6383917
10.31345, 0.6897336
10.21854, 0.3018267
10.43175, -0.4781564
10.79624, 1.023383
10.52532, 0.9872391
11.10417, 0.3618278
10.60426, 0.2581543
10.85039, 0.3638529
10.46604, 1.103587
10.10749, 0.4278939
10.22276, 0.7196834
10.33536, 0.2087119
10.16568, 0.398247
10.42621, 1.064862
10.18953, 0.5568935
10.25859, 0.7960685
10.43307, -0.472335
11.0147, 0.2603751
10.22515, 0.6983021
10.77451, -0.04218252
10.39324, 0.7527983
10.19746, 1.009384
10.41084, 1.145977
10.39762, 0.7654478
10.75754, 0.8378036
10.37053, 0.6144904
10.06272, 0.5802619
10.00916, 0.674329
10.2909, 0.8598936
10.72511, 1.680395
10.38679, 0.7975875
10.23725, 0.641058
10.59678, 0.4073276
10.0375, 0.8171718
11.25581, 1.467053
10.50254, 0.6365592
11.07617, 0.6128118
10.03734, 0.6411973
10.91323, -0.5560527
10.28998, 1.14
10.38114, 0.6108662
10.03527, 0.882652
10.74628, 1.184733
10.61504, 0.2508214
10.39393, 0.9198033
10.05721, 0.3494062
10.32092, 0.8133035
10.19236, 0.7351224
10.27392, 0.7658621
10.61404, 1.166925
10.56887, 1.096234
10.31042, 0.3650621
10.04835, 0.1866599
10.06958, 0.5319937
10.27907, 0.9712489
10.18176, 0.4107189
11.09682, -0.8790659
10.84588, -0.4735157
10.82811, 0.5836692
10.31606, 0.6079012
10.0635, 0.5916812
10.09111, 0.6748533
10.66364, 1.12967
10.6655, -0.7494419
10.03272, 0.2035297
10.61562, 1.059847
10.14011, 0.4109621
10.17108, 0.2564384
10.69591, -1.875153
10.33889, 0.3006236
10.38208, 0.7906163
10.07959, 1.17584
10.25446, 0.6527554
11.01297, 1.191481
10.50573, -1.39109
10.51281, -0.9879273
10.39053, 0.7425662
10.57025, 0.8040057
10.42474, -0.3524056
10.29029, 0.7248937
10.38193, 0.9897879
10.63131, 0.5052407
10.22645, 1.253613
10.36078, 0.811579
10.10823, 0.610443
10.52367, 0.3287086
10.28305, 0.6077607
10.41268, 0.8205531
10.44677, 0.7814068
10.40688, 0.6159851
10.06307, 0.327887
10.83581, 0.1410349
10.07535, 0.6744188
10.16961, 0.7723414
10.83867, 0.8305621
10.21336, 0.5302182
10.11096, 0.1393424
10.0892, 0.883077
10.35759, 0.5743287
10.25673, 0.7175422
10.80262, 0.4976239
10.27291, 0.7672908
10.52703, 1.330843
10.41788, 0.8316612
10.45041, 0.7407374
10.80396, -0.4897911
10.76736, 1.480692
11.20009, 1.918934
10.07825, 0.4958449
10.28426, 0.01586162
10.38933, 0.7758251
10.82189, -0.3220296
10.02268, 0.7639608
10.81034, -0.6344426
10.51713, -0.2269298
10.32342, 1.040909
10.5596, 0.8878649
10.85596, 0.2092958
10.91389, -0.4557221
10.24765, 0.8866389
10.65949, -1.344856
10.57161, -1.139143
10.06287, 0.5497117
10.01073, 0.4341851
10.07128, 0.150711
10.33284, 1.040197
10.05479, 0.6573024
10.67538, -0.5283819
10.03472, 0.7672111
10.01938, 0.4828705
10.3963, -0.1274954
10.54151, 1.077986
10.2937, 0.7242426
10.33752, 1.029973
10.8089, 0.9938415
10.58537, 1.000526
10.11899, 0.5942528
10.21718, -0.5241861
10.57015, 0.9122188
10.52541, 0.9594899
10.35768, 0.9236289
10.18664, 0.4727779
10.10273, 0.4820459
10.79539, 0.3548066
10.74537, 1.004175
10.06564, 0.7074341
10.20241, 0.61875
10.53057, 0.9230013
10.20563, -0.005005143
10.16628, 0.4947917
10.1957, 0.7171164
10.10194, 0.1564236
10.90566, 0.7671555
10.10977, 0.06873852
10.56632, 0.9771961
10.17533, 0.6919043
10.83091, 0.4607392
10.19454, 0.4423575
10.66587, 0.310626
10.13995, 0.4633019
10.69019, 0.5665129
10.80922, 1.614546
10.17201, 0.7809678
10.70117, -0.234598
10.351, 0.1649149
11.03258, 1.222152
10.17369, 0.5537958
10.32616, 0.768985
10.16875, 0.2607447
10.79401, 0.5807237
10.58638, 0.3908497
10.26583, 0.762243
10.39979, 0.8869756
10.02074, 0.4232355
10.76627, -0.667025
10.46758, 0.956959
10.07519, -0.2028248
10.80063, 0.4530102
10.33779, -0.202011
10.65113, 0.1567959
11.18566, 0.4396366
10.67461, 0.2291969
10.24548, 0.7039219
11.06259, -0.2226995
10.65662, -0.4978607
10.34374, 0.9175119
10.27194, 0.9738274
10.33818, 0.0419374
11.04616, 0.4568222
10.35033, 0.3510432
10.76856, 0.2792706
10.99957, 0.8552696
10.97187, 0.5503893
10.10174, 0.6720632
10.14141, 0.4178829
10.03573, 0.4733999
10.47749, 0.7529505
10.38966, 1.027219
10.5163, -0.3808535
11.34709, 0.5119322
10.25926, 0.7576857
10.16153, 0.6134146
10.39089, 1.179402
10.47427, 0.9573834
10.49746, 0.8998857
10.45187, 0.7548904
10.45612, 0.4661733
10.37783, 0.4888841
10.35368, 0.4371818
10.74728, 0.001355097
11.13251, 0.03566264
10.42307, 0.8565267
10.44242, 0.2832587
10.01974, 0.9575952
10.25098, 1.17911
10.06904, -0.2463482
10.33503, 0.8298519
10.94771, -0.7955937
10.29681, 1.165736
10.0113, 0.1543733
10.1193, 0.9337764
11.21718, -0.4302903
10.01776, 0.7645706
10.20909, 0.6582575
10.50794, 0.7737969
10.50477, 0.9955141
10.26882, -0.2688972
10.43717, 0.05749965
10.65238, 0.6806524
10.24002, 0.1621902
10.14676, 0.8908345
11.02394, 0.4544494
10.3008, 0.841998
10.13479, 0.6452942
10.35356, 0.7492974
10.352, 0.6860467
10.27984, 1.003804
10.15051, -0.101736
10.30372, 0.5550469
11.13981, -0.0780478
10.06832, 0.5393845
10.42548, 1.121994
10.19047, 0.7450512
10.06332, 0.414799
10.49125, 0.7729167
10.30907, 0.84192
10.30718, 0.6341526
10.18736, 0.3743363
10.18723, 0.6113247
10.49637, 0.5477718
10.47256, 0.4107802
10.42897, 0.3814832
10.61979, 1.368194
10.01463, 0.4788775
10.49145, 0.3554484
10.06016, 0.5009709
10.36669, 0.2193206
10.3835, 0.132073
10.625, 1.1046
10.79556, -0.7372231
10.02468, 0.6360743
10.08728, 0.4578984
10.0143, 0.2633041
10.28247, 1.597358
10.40139, 0.6969256
10.13402, 0.3597285
10.03873, 0.7771238
10.16382, 0.4521204
10.10788, 1.008076
10.05758, 0.6588736
10.28817, 0.4174444
10.009, 0.8152696
10.39493, 0.7365158
10.01651, 0.6403034
10.15576, 0.3404921
10.16317, 0.794749
10.73148, 0.7254057
11.06536, 0.1847275
10.79154, 1.309085
10.18976, 0.9254313
10.26544, 0.7199411
10.01011, 0.3016497
10.31334, 0.7680905
10.20624, 0.8853357
10.32848, 0.7372716
10.40263, 0.8567679
10.50371, -0.2500846
10.8092, 0.7883405
10.84251, 1.295913
10.7597, -0.4936737
10.27977, 1.128535
10.3892, 1.114815
10.19186, 0.5662746
10.56942, 0.9944746
10.32989, 0.7106407
10.73339, 0.2516469
10.02845, 0.6757792
10.10006, 0.1948927
10.151, 0.4302107
10.6968, 1.03757
10.02742, 0.3807598
10.67243, 1.303956
10.42318, 0.6585996
10.31071, 1.027081
11.13354, -0.4484283
10.21352, 0.788449
10.73014, 0.8586734
11.02038, 0.3769092
10.00405, 0.9754849
10.25718, 0.8133198
10.79004, -0.9622938
10.15446, 0.6169596
10.02906, 0.5636906
10.10947, 0.6882412
10.13715, 0.3868679
10.11071, 0.8406667
10.13743, 0.4638891
10.23124, 0.8335221
10.7876, 0.1748215
10.28507, -0.6539114
10.47438, -0.7129887
10.15329, 0.6379398
10.44158, -0.9906698
10.50958, 0.1539966
10.60649, 0.480396
10.81772, -0.6358835
10.20484, 0.6468071
10.05873, 0.6877311
10.6944, 0.3249697
10.1605, 0.6373647
10.39395, 1.007263
10.07675, 0.6781361
10.13979, 0.2037347
10.43758, 0.8585352
10.14442, 0.5560775
10.17295, 0.796625
10.4346, 0.8594572
10.18425, 0.8138997
10.00553, 0.6422191
10.0228, 0.6888201
10.12892, 0.6294393
11.26054, -0.6028927
10.3516, 0.7672001
10.71605, 1.008428
10.20471, 0.7166669
10.41186, 1.032784
10.1642, 0.5096976
10.18288, 0.5250001
10.13848, 0.6057894
10.23495, 0.3963569
10.02044, 0.5342834
10.10216, 0.5113127
10.36128, 0.3972622
10.10507, 0.2283642
10.56591, 1.268829
10.86008, 1.208648
10.05884, 0.4025035
10.10383, 0.6933278
10.0604, 0.906789
10.17908, 0.7855181
10.18624, 1.04383
10.20114, 0.5372782
10.48089, 1.183586
10.38467, 0.7458919
10.43211, -0.4926841
10.00796, 0.5761561
10.02103, 0.187967
10.29756, 1.023249
10.00037, 0.8300205
10.51509, 0.723417
10.04151, 0.4699639
10.07925, 1.020217
10.3126, 0.4913143
10.14741, 0.7492355
10.29315, 0.9433235
10.91824, 0.7948223
11.02134, 0.435451
10.69695, -0.2897539
10.73334, 0.8222501
10.39011, -0.1354915
10.27523, 0.8633466
10.14314, 0.4837392
10.58743, 1.262131
11.09432, 0.2973634
10.62469, 1.112523
10.61406, -1.039357
10.1764, 0.4034984
10.31256, 0.744151
10.50987, 0.9545595
10.74256, 0.9456608
10.27798, 0.8121147
10.22181, 0.121457
10.56851, 0.9889591
10.66808, 0.8540194
10.15685, 0.6464893
11.13978, 1.563319
10.18866, 0.8590047
10.01533, 0.2662296
10.53773, 0.5271432
10.1874, 0.5932464
10.66106, 1.028698
10.25733, 0.6440164
10.9768, -0.7182683
10.23729, 0.4929812
10.8206, 0.9566167
10.11099, 1.02016
10.20903, 0.1050669
10.10401, 0.6475051
10.24789, 0.6237342
10.83876, 0.1492058
10.40946, 0.7525862
10.31062, 0.8914843
10.05283, 0.7106359
10.27533, 0.5009354
10.40802, 0.8418463
10.10577, 0.6705884
10.69597, -0.2470337
10.59464, 1.10959
10.16013, 0.5669231
10.01241, 0.5126495
10.1774, 0.7352884
10.23905, 0.7150816
10.26195, 0.6265669
11.15512, 0.3431229
10.69262, 1.01885
10.02789, 0.6195519
10.36871, 1.322073
10.54352, -0.991483
10.23045, 0.3457641
12.28117, 0.1373678
10.37431, 0.919348
10.77848, 0.380636
10.21247, 0.2598726
10.28975, 0.8732947
10.16315, 1.061501
10.05856, 0.5819215
10.17967, 0.5734884
10.04256, 0.08520231
10.1263, 0.6706873
10.95688, 1.031247
10.91318, -0.4347234
11.04615, 0.7916104
10.72643, 0.2220444
10.40238, 1.108996
10.78103, 0.5792883
10.00393, 0.3201429
10.00688, 0.8339744
10.20929, 0.6832412
10.19319, 0.7555804
10.21198, 0.1385773
10.12579, 0.6025988
10.22933, 1.021613
10.07151, 0.8476108
10.37726, 0.6139535
10.12481, 0.7105872
10.58633, 1.11766
10.92826, -0.4792078
10.28641, 1.063274
10.99519, -0.1838334
10.35591, 0.3598032
10.41224, -0.08149286
10.29038, 0.371439
10.24918, 0.3938932
10.03539, -0.07107432
10.48851, 1.216594
10.00497, 0.6773922
10.4004, 1.057021
10.53473, 0.7561847
10.21912, 0.9622579
10.99274, 1.092448
11.81664, 1.515
10.96417, 0.64787
10.81494, -0.4313173
10.44676, -1.117251
10.99755, 0.1310787
10.25723, 0.8563457
10.42127, 0.2910556
10.77904, 1.452137
10.70621, 0.5651915
10.6109, -0.2125219
10.05893, 0.09224705
10.74259, 1.4964
10.59411, -1.342554
10.26455, 0.3505131
10.26294, 0.3838013
10.00472, 0.5319726
10.71444, 1.338571
10.79216, 0.2890643
10.12325, 0.4709413
10.09254, 0.1360953
10.177, 0.6251469
10.67519, 1.096381
10.06769, 0.5335652
10.49904, 0.714173
10.51553, 1.064308
10.67565, 0.9479318
10.59338, 1.097404
10.2845, 0.7980753
10.4516, 0.766776
10.96054, 0.2168837
10.32806, 0.5238116
10.35546, 0.9510259
10.46027, 0.4481307
10.58861, 0.5858961
10.06028, 0.637345
10.03739, 0.5267767
10.55016, 0.3517167
10.18036, 0.3372414
10.08606, 0.4066752
10.14113, 0.5619965
10.36697, 0.6221105
10.49407, 0.8379656
10.67678, 0.7156647
10.22765, 0.5109017
10.40131, 1.001136
10.54062, 0.4338108
10.0595, 0.4357403
10.48177, 1.022626
10.68767, 0.8336849
10.09074, 0.7717722
10.22589, 0.6339326
10.14305, 1.624265
10.09732, 0.4552298
10.81592, 0.4557315
10.58493, 0.7974721
10.27441, 0.9654574
10.78567, 0.2323654
10.27953, 1.057065
10.91214, 0.7256271
10.77269, 1.180748
10.01153, 0.9000001
10.56362, 0.6660485
10.23922, 0.4859858
10.13862, 0.151099
10.68652, 1.17549
10.40196, 0.8715026
10.23097, 0.4600002
10.16556, 0.7577747
10.10106, 1.241477
10.71997, -0.9631696
10.19712, 0.7636522
10.01907, 0.8363134
10.74647, -0.07803833
10.17216, 0.3303668
10.2763, 0.7480328
10.69528, 0.8131242
10.09054, -0.0120579
10.28202, 0.6031147
10.40576, 0.04291355
10.18455, 0.3666666
10.06728, 0.7474016
10.4471, 0.3048095
10.30524, 0.5836114
10.386, 0.9166098
10.11071, -0.3239251
10.10093, -0.3357439
10.28287, 0.1162222
11.05493, 0.5878626
10.05122, -0.1416637
10.00033, 0.9333971
10.55111, 0.7806702
10.28136, 0.6257519
10.43421, 0.9645426
10.75507, 1.21276
10.31635, -0.4480029
10.5924, 1.249408
10.48336, 0.6897978
10.04691, 0.03891835
10.6874, 0.6552752
10.47166, 0.4208631
10.69308, 0.8920351
10.64701, 0.3079909
10.59058, 1.298842
10.50966, 0.321457
10.71126, 0.2247645
10.45713, -0.2765876
10.05819, 0.8747438
10.08285, 0.6028662
10.2283, 0.06960128
10.14988, 0.7693431
10.47834, 0.8205708
10.25455, 0.4875537
10.07454, 0.6008213
10.14688, 0.1361074
10.56186, 0.4668233
10.44634, 0.1764176
10.50164, -0.3451319
10.73303, 0.9693011
10.54189, -0.6735093
10.92109, 0.7784681
10.00403, 0.4746071
10.0358, 0.6291439
10.45017, 1.055516
10.13494, 0.9305642
10.34651, -0.5800517
10.26092, -0.04761457
10.53123, 0.506299
10.12493, -0.06605668
10.65338, 0.3530054
10.70364, -0.6685458
10.02435, -0.02338422
10.08994, -0.2460598
10.57342, 1.644298
10.71994, 0.8610876
10.20612, 0.5126618
10.42565, -0.03716255
10.88404, 0.8657973
10.07675, 0.4540428
10.04908, 0.5114286
10.3598, 1.381519
10.3869, 1.154683
10.10261, 0.684746
10.21804, -0.3502887
10.81961, 0.6598981
10.67913, 0.42159
11.07009, 1.714184
10.44704, 0.845112
10.09265, 1.086328
10.33296, 0.4937938
10.11614, 1.043014
10.23154, 0.8047339
10.07163, 0.5764706
10.19126, 0.9736378
10.25156, -0.1624741
10.28733, 0.3287645
10.80065, 0.5572264
10.16613, -0.5006927
10.02413, 0.5104651
10.29922, 0.6069246
10.57954, 0.751048
10.2058, 0.6428491
10.22713, 0.6732839
10.634, 0.9251487
10.65095, -0.8070047
11.01061, 0.5778776
10.04379, 0.3230023
10.31572, 0.6504194
10.7413, 0.5960054
10.46574, 0.3862274
10.17606, 0.380383
10.72081, 0.1764224
10.2943, 0.6936114
10.45607, 0.4370538
