logM, logSFR
10.56306, -0.5828966
10.91473, 1.404348
10.49189, 0.9230967
10.33118, 0.6668614
10.10701, 0.7193766
10.10633, 0.9597181
10.27572, 0.7396894
10.77343, -0.8058448
10.35756, 0.8435293
10.43105, 0.663516
10.39073, 1.195951
10.00462, 0.3756955
10.168, 0.7283583
10.94608, 0.09386266
10.51326, -0.6913609
10.14733, 0.4904939
10.62074, 0.729543
10.68704, 1.066551
10.07974, 0.6399337
10.41307, 0.7691838
10.44953, 1.150958
10.49704, 0.8271075
10.90433, 0.678345
10.58385, -1.04849
10.18599, 0.6380001
10.16485, 0.4407665
10.59967, -0.4754581
11.42537, 0.9288644
10.27153, 0.6410013
10.2045, 0.6304878
10.33099, 0.8231704
10.84313, 1.527949
10.35294, 0.8990132
10.19885, 0.7198926
10.33949, 0.533401
10.48296, -0.439081
10.90514, 0.07211279
10.52905, 1.274308
10.17893, 0.380897
10.51997, 0.3978134
10.12238, 0.6183219
10.14307, 0.7514785
10.14292, 0.7586159
10.4274, 0.372043
10.3863, 0.8453453
10.23055, 0.5608026
10.41845, 0.6035057
10.64428, 0.3138471
10.06155, 0.3872759
10.0085, 0.6050143
10.03105, 0.6358004
10.65317, 0.1324991
10.02265, 0.6233499
10.34696, -1.378896
10.12609, -0.9324486
10.25758, 0.5412253
10.6199, 0.9246559
10.31927, 0.8872123
10.40565, 0.06019431
10.57887, 1.108811
10.08921, 0.279715
10.07235, 0.6477712
10.1492, 1.010309
10.95874, 0.9848683
10.63365, 1.148513
10.12537, 0.5874269
10.04552, 0.8363636
11.22903, 0.9934134
10.07783, 0.5813099
10.54456, 1.128217
10.08426, 0.6339706
10.22083, 0.1623488
10.60693, 0.9003142
10.65321, 0.5256771
10.452, 0.8463338
10.25891, 0.3648052
10.18665, 0.6324475
10.87743, 0.5088606
10.34975, 0.7225947
10.014, 0.832
10.50507, 1.056565
10.34112, 0.6478907
10.11905, 0.3653488
10.05609, 0.3937896
10.2337, 0.5364027
10.1439, 0.650658
10.1864, 0.5779951
10.15893, 0.6090766
10.05966, 0.7462832
10.93781, 0.4840878
10.03972, 0.6158024
10.61201, 1.047819
10.85123, 0.01223531
10.51787, 0.8099182
10.11662, 0.3942243
10.49442, 1.013295
10.37767, 1.060345
10.39982, 0.4299605
10.53534, 0.4730866
10.48454, 0.4242975
10.6286, 0.8607828
10.29277, 1.027734
10.92223, 0.5774326
10.54327, 0.9864059
10.91109, -0.4203694
10.47178, 0.3003295
10.71076, 1.071618
10.06025, 0.7463384
11.02229, 0.7973825
10.25187, 0.7216371
10.73216, 1.300232
10.52569, 0.8363874
10.44042, 0.6034018
10.16913, 0.3832747
11.50278, 0.7003966
10.31457, 1.20694
11.06053, 0.3376929
10.40475, 0.7463483
11.07782, 1.490232
10.30975, 0.847519
10.89459, -0.3624944
10.19711, 0.7430514
11.27442, -0.1275008
10.7896, -0.985386
10.33948, 0.2724943
10.0991, 0.8955201
10.10777, 0.5153267
10.32304, 1.187826
10.0833, 1.024704
10.34755, 0.8112941
11.09222, -0.1127855
10.54707, 0.5268095
10.03324, 0.4492311
10.60736, -0.05456081
10.78338, 0.7619199
10.07614, 0.6254464
11.02258, 0.1813894
10.96704, 0.621339
10.77685, 1.234738
10.43832, 0.9217
10.36656, 0.200727
10.15129, 0.7922593
10.11787, 0.4475994
10.34454, 0.6500722
11.01452, 0.455185
10.44074, -0.02431368
10.14736, -0.06879678
10.47392, 1.048151
11.09039, 1.437931
10.28784, 0.5802007
10.092, 0.6070212
10.76268, -0.3541435
10.20356, 0.4858268
10.60633, 1.05
10.62349, 1.201191
10.09641, 0.521175
10.33459, 0.930443
10.02317, 0.5661639
10.25938, 0.7516014
10.54529, 0.814512
10.10355, 0.2662469
10.20527, 0.6640948
10.10256, 0.4004066
10.36134, 1.059232
10.08823, -0.03016772
10.09845, 0.316889
11.07451, -0.8625813
10.3033, 0.5893502
10.34153, 0.8111652
10.13308, 0.5936816
10.41149, 0.9531252
10.01005, 0.07963312
10.36609, 0.9544283
10.36646, 0.6567309
10.71487, 1.177637
10.7231, 0.1814925
10.12643, 0.5996411
10.62985, 0.4228533
10.23397, 0.3633802
10.63757, 1.112758
10.46764, 0.9269024
11.04596, -0.0001173995
10.20348, 0.7817895
10.15086, 0.5164226
10.5366, 0.8033181
10.47971, 0.3133938
10.3201, 0.7515909
10.5856, -0.3357519
11.01932, -0.9098483
10.02146, 0.5563585
10.04191, 0.5859873
10.96123, -0.2148312
10.85299, 0.08862694
10.38751, 0.7655295
10.02075, 0.6361644
10.00665, 0.5413416
10.03899, 0.2054316
10.24982, 0.6459184
10.19626, 0.4280824
10.01116, -1.873498
10.57941, -0.8242013
10.54077, 0.1658313
10.39723, 0.3209175
10.13486, 0.7367361
10.67603, 1.258154
10.01904, 0.04821447
10.67529, 0.04894502
10.61789, 1.239946
10.24753, 0.2641609
10.3085, 0.2623826
11.32422, 1.711162
10.35332, 0.7848928
10.35165, 0.559559
10.52096, -0.676963
10.81325, 1.490662
10.1323, 0.06122674
10.66487, 0.3713567
11.31435, 0.700851
10.19816, 0.7049136
10.09689, 0.5278044
11.31605, 1.091092
10.67369, 0.3646199
10.63397, 1.049307
10.58775, -0.08719497
10.52926, 0.4506721
10.21205, 0.4551125
10.82176, 0.1995521
10.87459, 0.4442698
10.06097, 1.283379
10.74628, 1.277302
10.01141, 0.8218218
10.34493, 0.6029486
10.80235, 0.3681076
10.18217, 0.6067585
10.3197, 0.2533826
10.69145, -0.0993598
10.14314, 0.1883411
10.00815, -0.1298246
10.04661, 0.3320088
10.34253, -0.8908471
11.15093, -0.07516743
10.34953, 0.9298704
10.72428, 0.957854
11.00049, 1.607532
10.71119, 1.101536
10.31094, 0.8620264
10.49098, 0.6182051
11.1423, 1.533662
10.42621, 0.8717306
10.64916, 0.72334
10.54421, 0.6557727
10.20111, 0.5741091
10.87296, -0.5293596
10.22597, 0.5088924
10.07364, 0.6713594
10.13034, 0.8222498
10.07327, 0.8053721
10.04982, 0.7913617
11.12327, -0.6665908
10.5557, 0.9427713
10.4921, 0.5879977
10.33277, 0.8846297
10.15851, 0.6444907
10.51883, 1.282479
10.31436, 0.9167552
10.46772, 0.8248193
10.00049, 0.6691313
10.07212, 1.081679
10.93515, 0.1588117
10.09443, 0.7469449
10.10759, 1.075346
10.9162, -0.4927075
10.48311, 0.8903568
10.00353, 0.6510505
10.0958, 0.3935524
10.45975, 0.6868093
10.24304, 0.9912443
10.39643, 1.184371
10.4853, 0.6457548
10.60672, -0.8046749
10.32229, 0.6822846
10.6556, 0.3107488
10.12584, 0.5297341
10.75481, 1.622937
10.421, 0.8199635
10.55742, 0.515926
10.45516, 0.7355728
10.26967, 0.5269306
10.16593, 0.585041
10.31201, 0.5417826
10.33203, 0.8746607
10.61395, 0.9907468
10.00852, 0.558019
10.3434, 0.7592775
10.08394, 0.8974204
10.41185, 0.9897751
10.12283, 0.6692924
10.08035, 0.3196402
10.87067, -0.9561355
10.24697, 1.031779
10.27714, 1.046283
10.50206, 1.139885
10.59956, 1.043596
10.41137, 0.8962995
10.81583, -0.8191905
10.12451, 0.4765974
10.25338, 0.3315493
10.55911, 1.103372
10.47481, -1.281912
10.12974, 0.725886
10.36893, 0.7104492
10.26703, 0.6410021
10.97695, -0.6660546
10.24547, 0.6694837
10.15786, 0.6448184
10.20963, -1.332461
10.27347, 0.8679851
10.4051, 0.6971663
10.16437, 0.2406452
10.26034, 0.5885106
10.64554, -0.7568662
10.48371, 0.9681561
10.40574, 1.006122
10.52433, 1.355433
10.3448, 0.589783
10.15485, 0.7905163
11.34878, -0.2044135
10.07258, 0.4483243
10.09796, 0.458105
10.29727, 0.7137434
10.28005, 0.8833871
10.93165, 0.5045125
10.49705, 0.7572238
11.29575, 0.8263257
10.96065, -0.2033189
10.26862, 0.5521377
10.12015, 0.6303669
10.26237, 0.8250496
10.59629, 0.580498
10.81761, -0.6647374
10.29529, 0.8375738
10.15568, 0.6405815
10.0721, 0.08066203
10.53063, 1.257064
10.11388, 0.215757
11.01016, 0.8744128
10.01027, 0.9230825
10.02557, 0.6370528
10.39336, 0.9059784
10.4146, 0.1897231
10.40733, 0.8607143
10.85677, 1.100883
10.16297, 1.1644
10.2627, 1.062537
11.03593, -0.7242961
10.11368, 0.644784
10.41495, 0.8995104
10.35536, 0.7223395
10.58788, 0.9862721
10.32082, 0.6064942
10.10114, 0.4147877
10.61298, 1.009131
10.85712, -0.3977479
10.15484, 0.8148343
10.27216, 0.5069479
10.31573, 0.8634907
10.45074, 1.088627
10.58777, 0.4210158
11.22197, -0.3804215
10.2887, 0.709983
10.04175, 0.3944955
10.6375, 1.007842
10.18766, 0.6112476
10.02884, 0.4786681
10.03255, 0.3686777
11.05596, -0.4480479
10.39295, 0.4164347
10.20615, 0.6959279
10.22198, 0.351948
10.27139, 0.4403259
10.0435, 0.02401584
10.68557, -0.8369786
10.10948, -0.9354383
10.07861, 0.7822856
11.24606, 1.443184
10.08036, 0.888029
10.13344, 0.3697289
10.82179, 0.5875798
11.07476, -0.06392889
10.28081, 0.9193687
10.0507, 0.3842495
10.18134, -0.005930199
10.14387, 0.5455884
10.5615, 0.7662101
10.70792, -0.8186477
11.24753, -0.6809404
11.17704, -0.5104824
10.31046, 0.9285958
10.60619, 0.4621204
10.50831, 1.004969
10.12018, 0.7486804
10.01084, -0.8755269
10.23813, 0.6569486
11.44712, 2.194066
10.71955, 0.4254992
10.37382, 0.7550978
10.37458, 0.4055889
10.05375, 0.3608877
10.15282, 0.5212847
10.13623, 0.9835659
10.12094, 1.09555
10.24779, 0.9939274
10.1474, 0.5566987
10.14463, 0.557159
11.12395, 0.8976855
11.20763, 0.5294355
10.10402, 0.8258741
10.12446, 0.9415836
10.53326, 0.8201032
10.79602, 1.112687
10.33158, 0.9126481
10.08681, 0.5193723
10.11546, 0.5834376
10.37711, 0.9627548
10.87368, 1.463554
10.14762, 0.5997835
10.17806, 0.5027174
10.09713, 1.284201
10.50788, 0.5544771
11.01559, 1.045644
10.00441, 0.8596341
10.24806, 0.7096053
10.20163, 0.5963333
10.70061, 1.067671
10.41188, 0.887124
10.84446, 0.7339446
10.40781, 0.9152337
10.28752, 0.8758224
10.39781, 0.7457525
10.70181, -0.9808789
10.04835, 0.1917015
10.12222, 0.8806508
10.19943, 0.5614666
10.38006, -0.2015789
10.18901, 0.7630537
10.30237, 0.770276
10.25213, 1.13587
10.26989, 0.8487936
10.30004, 0.8759591
10.19976, 0.4583746
10.39444, 1.000888
10.15362, 0.5391018
10.33972, 0.8799756
10.16572, 0.4972108
10.78652, -0.7904554
10.502, 0.9699258
10.07448, 0.4829079
10.22038, 0.4075392
10.1468, 0.7175694
10.04609, 0.5800745
10.15332, 1.008933
10.06048, 0.5711615
10.64002, 0.9089804
10.37812, 0.722721
10.80327, 0.9266642
10.27697, 0.34
10.59655, 0.6195157
10.12038, 0.5507578
10.79334, 1.226825
10.58718, 0.8613636
10.1453, 0.3491071
10.67359, 1.390457
10.79289, 0.8516299
10.54898, 1.349609
10.41848, 1.074975
10.93206, 0.4876704
10.06642, 0.4382355
10.36615, 0.9720266
10.77516, 0.9978424
10.03447, 0.6002612
10.4243, 0.7496498
10.15561, 0.728763
10.22611, 0.604481
10.45254, 0.4496146
10.2409, 0.9489922
11.07046, 0.5740123
10.70597, 1.534584
10.08937, 0.3367735
10.11554, 0.6886536
10.21493, 0.3010726
10.02186, 0.7652396
10.28672, 0.2140682
10.77085, 0.95771
10.2642, 0.752799
10.73912, -1.115507
11.01792, 0.05601605
10.21498, 0.7089781
10.77031, -0.9965909
10.35186, 0.7376688
10.06077, 0.7093433
10.91305, 1.075047
10.30353, 0.2734541
10.95671, 0.9788185
10.73929, 0.9204064
10.18484, 0.3513965
10.00253, 1.271497
10.67312, -0.361753
11.09899, -0.09215774
10.47284, 1.008797
10.04208, 0.8630742
10.71275, 0.2590644
10.04751, 0.6825048
10.3273, 1.052205
10.85015, 1.350763
10.78754, 0.9561971
10.02588, 0.3500968
10.21529, 0.3198646
11.30318, -0.8089576
10.26017, 0.6466528
10.14171, 0.3835675
10.31693, 0.7074316
10.27643, 0.6532052
10.66135, 1.228447
10.68996, -1.185658
10.09888, 0.4843039
10.06323, 0.6583692
10.03046, 1.338233
10.07656, 0.1836844
10.38336, 0.7596591
10.06613, 0.6039415
10.08974, 0.4896105
10.53969, 0.3038066
10.87687, -0.2302652
10.32346, 0.6038142
10.66063, 1.079685
10.394, 1.25
10.09698, 0.616056
10.99848, 1.281342
10.89474, 0.02426014
10.2954, 0.7229778
10.34389, 0.8747525
10.0397, 0.9408948
10.77993, -0.5226403
10.33221, 0.2264745
10.46217, 1.68216
10.42298, 1.338513
10.08865, 0.820738
10.54669, 1.170669
10.46977, -1.154031
11.06529, 0.004023748
10.2945, 0.7337701
10.7717, 0.03692963
10.79921, 1.315735
10.42954, 0.7737227
10.06154, 0.1714699
10.33444, 0.7473868
10.37484, 0.6485522
10.36953, 0.6937464
10.55433, -1.141971
11.01502, 0.7339191
10.22025, 0.6220711
10.77869, 1.162092
10.69432, 1.189726
10.19531, 0.6896656
10.93977, -0.3036327
10.3245, 0.5887125
10.50882, 0.5476372
10.54772, 0.2123994
10.04696, 0.164815
10.26534, 0.4135464
10.42175, 0.5628688
10.07874, 0.5188918
10.37769, 0.6158366
10.24174, 0.2254689
10.06719, 0.3472298
10.10074, 0.4269617
10.86837, 1.621085
10.03779, 0.8119343
10.24043, 0.7272108
10.30751, 0.8718147
10.30908, 0.3509345
10.31033, 0.6314592
10.9687, 0.2725205
10.37594, 0.8214918
10.07915, -0.3355873
10.01997, 0.6314663
10.02463, 0.5166081
10.16034, 0.3579207
10.3511, 0.7903357
10.18754, 0.7921054
10.36896, 0.4829115
10.30173, 1.087577
11.36557, 0.4603712
10.06151, 0.6944127
10.16786, 0.9144701
11.05206, 0.5420475
10.26703, 1.037237
10.08236, 0.5253305
10.18272, 0.4770556
10.61409, 0.4957733
10.29274, 0.812905
10.31487, 0.5754252
10.02948, 0.7401813
11.05686, 0.705676
10.06108, 0.827167
10.2397, 0.7763299
10.12084, 0.6066602
10.16784, 0.7206115
11.06997, 0.04636128
10.18837, 0.4496751
10.49094, -0.4516421
10.26791, 0.5407487
10.19549, 0.875
10.20376, -1.432124
10.93603, 0.1674272
10.38333, -0.2359345
10.25967, 0.9879569
10.42273, 0.5364895
10.24987, 1.117024
10.49397, 0.17348
10.40403, 0.6976602
10.53347, 0.4627838
10.38854, -1.23703
10.30151, 0.9432594
10.74018, 0.6996299
11.00441, -0.239312
10.25248, 0.6214285
10.27953, 1.057613
10.47892, 1.167498
10.03072, 0.8411111
11.1519, 0.7481065
10.01151, 0.6346775
10.34878, 0.3401669
10.97078, 0.5821588
10.25238, 0.6593057
10.28302, 0.8949368
10.96076, 0.9600062
10.23598, 0.845479
10.15121, 0.8173279
10.30772, -1.33227
10.00213, 0.1476031
10.22509, 0.6846583
10.29322, 0.9396287
10.23532, 0.04719846
10.09065, 0.778919
10.67908, 1.346832
10.42198, 0.9890087
10.04519, 0.1517767
10.09679, 0.7588522
10.25262, 0.5597595
10.6059, -0.6828455
10.46325, 1.009384
10.19194, 0.1350787
10.54981, -0.5904462
10.07913, 0.569804
10.08303, 0.5356192
10.23125, 0.3335799
10.39935, -0.8748122
10.34049, 0.3619891
10.05129, 0.5202639
10.85347, 1.127669
10.42213, 0.7712666
10.51681, 0.6354732
10.23075, 0.8300799
10.21561, 0.6544611
10.57607, 1.058913
10.07913, -0.09031706
10.53277, 1.03015
10.69523, -0.1937627
10.65092, 0.6476001
10.59929, 0.8309028
10.24654, 0.7854881
10.84337, 0.2449826
10.72972, -1.263591
10.92773, 0.5113299
10.22018, 0.6325758
10.36966, 0.9413844
10.57647, -1.012529
10.13566, 0.697832
10.81998, 0.7596627
11.19183, -0.3116981
10.55551, 1.048088
10.75471, 0.3735614
11.00113, 0.8038337
10.24604, -0.3136152
10.43508, 0.2894387
10.09866, 0.8433558
10.2573, 0.8960471
10.55099, -0.9723802
10.00366, 0.5439537
10.43785, 0.8766935
10.39691, 0.6860347
11.06172, 0.9390231
10.31308, 0.6357625
10.35049, 1.09818
10.07819, 0.6082299
10.58265, 1.243385
10.52283, 1.123573
10.645, 0.4682354
10.25171, 0.8259895
10.21491, 0.792116
10.14359, 0.9374416
10.11629, 0.56006
10.76763, 0.6537209
10.00517, 1.067497
10.12842, 0.6237904
10.10045, 1.131836
10.22751, 0.5203444
10.41034, 0.973375
10.42103, 0.4653441
10.94591, -0.791337
10.1682, 0.7103326
10.54939, 0.5289698
10.97654, 0.3405983
10.89809, -0.1053015
10.38816, 0.9699808
10.53952, 0.9338712
10.4052, 1.127778
10.04025, 0.5181103
10.62628, 0.8693981
10.96749, 1.191129
10.17875, 0.4204986
10.24632, 1.064588
10.39505, 0.9068563
10.03818, 1.317851
10.15816, 0.6948034
10.60678, 1.227713
10.12323, 0.765164
10.46379, -0.6333915
10.64992, 1.10625
10.3999, 0.3188438
10.32846, 1.025829
10.08979, 0.7753767
10.51255, 0.6188787
10.18397, 0.5197041
10.06503, 0.7102364
10.10141, 0.3611273
10.35903, 0.913933
10.75845, 0.3373564
10.32545, 0.8942084
10.87519, 0.5896652
10.19013, 0.2302753
10.56947, 1.078586
10.27136, 0.7892095
10.28162, 0.8336935
10.47514, -0.9542286
10.00472, 0.5780142
10.32735, 0.690108
10.18768, 0.5693234
11.17722, 0.3360528
10.87628, -0.728361
10.06199, 0.8012884
10.44787, 0.8906286
10.76095, 0.1791264
10.06123, 0.6654631
10.48325, 1.239712
10.1692, 0.2758309
10.86184, 1.35754
10.3226, 0.6342626
10.25151, 0.7263936
10.33932, 0.7796723
10.29235, 0.9605885
10.29337, 0.8566744
10.17616, 0.5045244
10.55628, 1.085345
10.14666, 0.6525097
10.68664, 0.9168726
10.06584, 0.4915881
10.40747, 1.001012
10.32638, 0.2115237
10.66092, 1.193041
10.4788, 1.240889
10.04525, -0.4893743
10.03337, 0.6377858
10.51005, 0.3319988
10.48762, -0.7927976
10.85157, 0.06025557
10.4301, -0.1535662
10.53118, 0.859875
10.12753, 0.4415285
10.36434, 0.5192397
10.64835, 1.028483
10.10682, 0.5153624
11.15543, 1.797192
10.23639, -0.01530961
10.6313, 0.8196231
10.43104, 1.060989
10.26567, 0.8432314
11.03039, -0.3509102
10.40183, 1.003499
10.45217, 1.064752
10.15172, 0.6522389
10.34352, 0.7576373
10.22508, 0.5684211
10.11695, 0.606158
11.09212, 0.2515479
10.32862, 0.7282535
10.10097, 0.4996982
10.15383, 0.6589422
10.62889, 1.084448
10.00648, 0.4474533
10.19278, 1.042043
10.03162, 0.6636152
11.14125, 1.144989
10.45742, 0.9921467
10.80546, 0.5021371
10.62547, 0.6695355
10.20198, 0.7634367
10.28878, 0.7647941
10.41291, 0.8928572
10.03718, 0.8087372
11.12276, 1.210984
10.13385, 0.6732699
10.1518, 0.6961945
10.2207, 0.6717302
11.14058, -0.4460969
10.37263, 0.6456331
10.1222, 0.79542
10.43244, 1.023899
10.37064, 1.035506
10.40905, 0.4182045
10.378, 0.2163276
10.17959, 0.9357603
10.55814, 0.623932
10.63983, 1.106624
10.98099, 1.669848
10.0835, 0.7341483
10.13224, 0.456522
10.13034, 0.6360825
10.78279, -0.5886761
10.99593, -0.9740329
10.13576, 0.2989389
10.29822, 0.7343157
10.28728, 0.5559665
10.50044, 0.9052293
10.46615, 0.8487962
10.34935, 0.5780455
10.55516, 0.943646
10.45612, 0.9353687
10.86032, 1.600273
10.24403, 0.3138247
10.19095, 0.6675045
10.10129, 0.2856355
10.2598, 0.6973469
10.05951, 0.2793305
10.29587, 0.4382885
10.02235, -0.19705
11.08113, -0.6628976
10.80247, 0.4839359
10.19257, 0.6266865
10.28346, 0.8107284
10.50499, -0.971657
10.03725, 0.4104718
10.54032, -0.8625425
10.44428, 0.9151866
10.29981, 0.7197639
10.23442, 0.7194601
10.02806, 0.2874498
10.24792, 0.7806352
10.89904, 0.2160982
10.18137, 0.493776
10.8671, -0.6719035
10.26463, 0.8294118
10.24076, -0.8854751
10.20721, -0.8957247
10.17702, 0.4579604
10.22622, 0.3831162
10.49289, 0.6191428
10.12263, 0.6312888
10.51514, -1.323353
10.1694, 0.9278039
10.80585, -0.4145047
10.84095, 1.178501
11.10906, 1.966291
10.01124, 0.9288993
10.11644, 0.4412253
10.03632, 0.2430211
10.22311, 0.7713397
10.17224, 0.6389005
10.36963, 0.8980632
10.3003, 0.8012961
10.06897, 0.8455582
10.13486, 0.6250564
10.15976, 0.4236981
10.16016, 1.002067
10.12747, 0.4074651
10.04988, 0.527405
10.28852, 0.8649606
11.22908, 0.7039625
10.32275, 0.5678045
10.56485, -0.8830935
10.19086, -0.02430445
10.19817, 0.4157642
10.00658, 0.4945206
10.80165, 1.351165
10.8533, -1.097868
10.9425, -0.1388042
10.44022, 0.9259222
10.4022, 0.8651162
11.03749, -0.7377227
10.42384, 0.2692057
10.13474, 0.4273492
10.42395, 1.048182
10.31453, 0.7505943
10.46566, 0.8313253
10.04677, -0.1409815
10.25495, 0.9262232
10.57738, -0.07820236
10.60314, 1.190841
10.15765, 0.9970266
10.23934, 0.5538162
10.00392, 0.6950273
10.41552, 1.042089
10.12863, 0.9127893
10.34448, 0.3545044
10.34232, 0.8408333
10.64942, 0.7333353
10.66912, 0.7666667
10.56706, 1.127029
10.17258, 0.5302697
10.34779, 0.8268638
10.10467, 0.821734
10.00742, -0.06294254
10.55325, 0.4646516
10.13468, 0.04845146
10.57184, 0.9193842
10.34846, 1.021568
10.65989, 0.9817867
10.19152, 0.4906251
10.06911, 0.5157895
10.60403, 1.162989
10.39152, 0.8042778
10.84038, 0.7373357
10.75035, -0.2876482
10.45059, 0.4642765
10.25778, 0.7893894
10.0284, 0.4380955
10.18284, -0.6042976
10.20698, 0.8585008
10.17588, 0.8321497
10.03874, -0.4524273
11.01932, 0.3769468
10.18202, 0.6740177
10.02059, -1.831544
10.07337, 0.9359806
10.50826, -1.218757
10.15741, 0.4078233
10.18112, 0.3662233
10.99279, 1.244457
10.26534, 0.5814844
10.11279, 0.5494977
10.0315, 0.4133951
10.22399, 0.5229582
10.77853, 0.4685566
10.0303, 0.6142147
10.95917, -0.02220345
10.50416, 1.044511
10.1813, 0.6568903
10.00897, 0.1137931
10.83928, 0.548038
10.23706, 0.3654639
10.514, 0.8342033
10.89029, -0.03130848
10.6072, 0.8889416
10.28673, 0.6605664
10.04146, 0.6118838
11.25598, -1.484408
10.00524, 0.06557153
10.27289, 0.6390426
10.49715, 0.8932254
10.51754, 1.168096
11.19525, 0.9653748
10.24944, 0.7136062
10.00213, 0.4603056
10.27939, 0.5349175
10.42589, 0.5446866
10.7113, 1.244018
10.48618, 0.831829
10.52623, -0.2288949
10.63677, 0.651073
10.22524, 0.2767243
10.35378, -0.7900024
10.00616, 0.2946174
10.44259, 0.5753037
10.47553, 0.3963377
10.02927, 0.6357998
10.31719, 0.6940702
10.07744, 0.4411555
10.40031, 0.7432485
10.01312, 0.8660399
10.42303, -0.1758838
10.73303, 0.896602
10.03883, 0.6314249
10.35457, 0.5283179
10.80428, -0.8437115
10.01008, 0.6065944
10.27551, 0.1611861
10.09936, 0.5263011
10.07654, 0.6801323
10.59356, 0.8865706
10.04861, 0.5981784
10.52109, 1.035073
10.33478, 0.4017785
10.26691, 0.4504833
10.55499, 1.277212
10.06727, 0.6594172
10.05015, 0.6347561
10.80237, -0.327787
10.82703, -0.2164641
10.00449, 0.454408
10.39394, -1.046413
10.18516, 0.8358748
10.45405, 0.5504911
10.24313, 0.5816212
10.20992, 0.3805556
10.45437, 1.126247
10.28818, 0.8201881
11.1255, 1.71726
10.17812, 0.5893145
10.89503, -0.1271763
10.92442, 1.423004
10.52127, 1.007974
11.08097, 1.265535
10.05689, 0.7175964
10.19195, 0.4892329
10.85272, 0.7664836
10.19883, 0.7690861
10.13661, 0.3964806
10.07862, 0.5199709
10.83461, -0.7753994
10.28966, 0.7613913
10.08715, 0.5483292
10.26962, 0.9124299
10.04607, 0.8871673
10.5768, 0.7127513
10.27119, 0.7459822
10.07298, 0.7153895
10.17654, 0.7332565
10.36477, 0.9448532
10.92459, -0.06985996
10.34558, 0.4365699
10.89956, 0.07742661
10.7253, 0.6769435
10.14756, 0.1887075
10.02627, 0.545337
10.57145, 1.076856
10.0135, 0.08049884
10.39, 0.7658197
10.09673, -0.7577066
10.27496, 0.8810828
10.45623, 0.9525402
10.27252, 0.8582557
10.62951, 1.158634
10.20787, 0.3136938
11.09722, 0.3906371
10.09195, 0.4531489
10.25601, 0.2635271
10.41211, 0.1556151
10.76559, 0.7083005
10.11457, 0.445997
10.03575, 0.5675942
10.11549, 0.4583783
10.23639, 0.5748838
10.86551, -0.7693089
10.33994, 1.061048
10.58202, 1.034317
10.63839, 0.1021914
10.54571, 1.016796
10.89097, -0.4730834
10.1959, 0.9376555
11.07276, 0.336495
10.15324, 0.6380404
10.55341, 0.7764992
10.11941, 0.5381211
10.21727, 0.5016915
10.61174, 1.045113
10.22693, 0.5613348
10.64998, 0.3641393
11.07868, 0.9020405
10.50057, 0.1718367
10.14478, 0.8246557
10.6653, 1.496148
10.41928, 0.4549398
10.49443, 0.6419054
10.58746, 1.300553
10.27683, 0.757315
10.01885, 1.041068
10.81034, 0.3950847
10.29331, 0.5995254
10.06489, -0.1408559
10.68198, 1.283063
10.69504, 0.7194563
11.08051, 1.000344
10.16712, 0.846489
10.18974, 0.9980822
10.57834, 0.9671808
11.1506, 0.73914
10.51624, -0.5101311
10.70894, 0.01900589
10.05188, 0.8285714
11.28791, 0.8947758
10.83028, 1.561254
10.37882, 0.8553038
10.23441, 0.447317
10.75243, -0.7449606
10.11121, 0.2953573
10.48992, 0.5256861
11.02665, 0.4295717
10.00241, 0.5018643
10.28154, 0.6289402
10.39501, -0.1626067
10.75656, 0.08139347
10.40219, 0.794083
10.18761, 0.7480409
10.54801, 1.082596
10.75158, 1.1375
10.28299, 0.9916572
10.39633, 0.7076362
10.37915, -0.8078085
10.26337, 0.64977
10.3751, 0.6867259
10.30827, 0.8876069
10.95535, 0.3125594
10.24652, 0.5094427
10.02594, 0.4606252
10.59051, 0.7385302
10.15605, 0.9247072
10.30178, 0.7486969
10.24393, 0.7226946
10.40577, 0.8706439
10.61289, 1.211718
10.51679, 1.188927
10.60791, 1.367617
10.69321, 1.249517
10.08431, 0.8932951
11.11711, 1.4324
10.10859, 0.381579
10.15415, 0.8348054
10.24305, 0.4503255
10.31537, 0.4899737
10.60454, -1.058496
10.38366, 1.007477
10.04228, 0.7851956
10.43869, 0.5310607
10.21871, 0.6702459
10.38545, 0.7651845
10.3943, 0.9972497
10.20001, 0.5929841
10.48027, 0.06215149
10.35519, 0.8876866
10.28195, 0.642432
10.85201, -0.9190196
10.20293, 0.7828149
10.82428, 1.071793
10.61979, -0.5852405
10.29364, 0.3572353
10.22081, 0.6073217
10.39139, 0.393099
10.18788, 0.2827855
10.2588, 0.756087
10.58939, 0.7657967
10.1388, 0.6715784
10.61789, -0.3220221
10.33729, 0.9387081
10.21691, 0.8788089
10.22544, 0.3340308
10.74857, 0.504195
10.29262, 0.8796955
10.29051, 0.6323271
10.0075, 0.4267935
10.39849, 1.163697
10.32732, 1.100922
10.30872, 0.4605394
10.63236, 1.14704
10.05229, 0.7858457
10.45606, 0.9570078
10.09176, 0.5963203
10.53157, 0.379542
10.4434, 0.6246739
10.57029, 1.250634
10.1615, 0.9320199
10.08528, 0.3931143
10.87804, 1.028835
10.52984, 0.6997275
10.09973, 0.8843401
11.04677, 0.2565061
10.25302, 0.9749262
10.01609, 0.3040931
10.1446, -1.485456
10.19237, 0.3063069
10.03013, 0.5660283
10.62378, 1.05284
